RunID,SupplierID,MaterialLot,MaterialCost,OnTimeDelivery
820,5,LOT-00820,441.12,1
821,1,LOT-00821,496.6,0
822,2,LOT-00822,195.04,0
823,3,LOT-00823,248.4,1
824,4,LOT-00824,486.48,0
825,5,LOT-00825,137.61,0
826,1,LOT-00826,309.48,1
827,2,LOT-00827,302.7,1
828,3,LOT-00828,342.62,1
829,4,LOT-00829,232.32,0
830,5,LOT-00830,470.37,0
831,1,LOT-00831,208.02,0
832,2,LOT-00832,359.88,0
833,3,LOT-00833,298.37,1
834,4,LOT-00834,206.67,0
835,5,LOT-00835,175.54,1
836,1,LOT-00836,482.62,1
837,2,LOT-00837,324.52,1
838,3,LOT-00838,341.68,0
839,4,LOT-00839,413.16,0
840,5,LOT-00840,132.49,1
841,1,LOT-00841,385.51,0
842,2,LOT-00842,166.06,1
843,3,LOT-00843,396.19,1
844,4,LOT-00844,156.53,0
845,5,LOT-00845,433.0,0
846,1,LOT-00846,372.41,1
847,2,LOT-00847,254.36,0
848,3,LOT-00848,243.53,1
849,4,LOT-00849,159.58,0
850,5,LOT-00850,461.62,1
851,1,LOT-00851,147.41,1
852,2,LOT-00852,288.83,0
853,3,LOT-00853,194.61,1
854,4,LOT-00854,498.53,1
855,5,LOT-00855,334.34,0
856,1,LOT-00856,159.83,1
857,2,LOT-00857,367.03,1
858,3,LOT-00858,496.64,1
859,4,LOT-00859,342.02,0
860,5,LOT-00860,282.95,0
861,1,LOT-00861,217.31,1
862,2,LOT-00862,136.85,0
863,3,LOT-00863,191.3,0
864,4,LOT-00864,321.45,1
865,5,LOT-00865,401.51,0
866,1,LOT-00866,451.17,0
867,2,LOT-00867,417.48,0
868,3,LOT-00868,150.19,1
869,4,LOT-00869,409.38,0
870,5,LOT-00870,332.64,0
871,1,LOT-00871,287.64,1
872,2,LOT-00872,329.11,0
873,3,LOT-00873,103.23,0
874,4,LOT-00874,127.09,0
875,5,LOT-00875,310.34,1
876,1,LOT-00876,169.45,1
877,2,LOT-00877,318.22,0
878,3,LOT-00878,241.69,0
879,4,LOT-00879,462.96,0
880,5,LOT-00880,479.87,1
881,1,LOT-00881,491.91,1
882,2,LOT-00882,459.58,0
883,3,LOT-00883,494.36,0
884,4,LOT-00884,382.46,0
885,5,LOT-00885,484.22,1
886,1,LOT-00886,356.72,0
887,2,LOT-00887,423.69,0
888,3,LOT-00888,152.76,0
889,4,LOT-00889,373.04,0
890,5,LOT-00890,472.44,1
891,1,LOT-00891,316.02,0
892,2,LOT-00892,174.73,1
893,3,LOT-00893,310.76,0
894,4,LOT-00894,382.78,0
895,5,LOT-00895,407.92,1
896,1,LOT-00896,309.48,0
897,2,LOT-00897,186.95,0
898,3,LOT-00898,470.68,0
899,4,LOT-00899,409.45,0
900,5,LOT-00900,208.28,1
901,1,LOT-00901,424.73,1
902,2,LOT-00902,239.15,0
903,3,LOT-00903,224.97,0
904,4,LOT-00904,445.23,1
905,5,LOT-00905,449.29,1
906,1,LOT-00906,259.39,0
907,2,LOT-00907,103.57,0
908,3,LOT-00908,174.63,1
909,4,LOT-00909,463.72,1
910,5,LOT-00910,459.5,1
911,1,LOT-00911,281.34,1
912,2,LOT-00912,221.65,0
913,3,LOT-00913,221.1,1
914,4,LOT-00914,458.88,1
915,5,LOT-00915,229.89,0
916,1,LOT-00916,304.63,1
917,2,LOT-00917,392.4,0
918,3,LOT-00918,183.79,1
919,4,LOT-00919,201.54,0
920,5,LOT-00920,243.22,0
921,1,LOT-00921,361.69,1
922,2,LOT-00922,427.0,1
923,3,LOT-00923,318.68,0
924,4,LOT-00924,153.17,0
925,5,LOT-00925,278.5,1
926,1,LOT-00926,151.08,0
927,2,LOT-00927,135.32,0
928,3,LOT-00928,335.85,0
929,4,LOT-00929,482.48,0
930,5,LOT-00930,435.04,1
931,1,LOT-00931,409.79,1
932,2,LOT-00932,390.82,0
933,3,LOT-00933,458.85,0
934,4,LOT-00934,401.13,0
935,5,LOT-00935,350.75,0
936,1,LOT-00936,245.87,0
937,2,LOT-00937,140.38,0
938,3,LOT-00938,284.41,0
939,4,LOT-00939,469.91,1
940,5,LOT-00940,333.24,1
941,1,LOT-00941,173.8,1
942,2,LOT-00942,359.61,1
943,3,LOT-00943,286.18,1
944,4,LOT-00944,472.55,0
945,5,LOT-00945,164.38,0
946,1,LOT-00946,384.8,0
947,2,LOT-00947,372.64,1
948,3,LOT-00948,493.42,0
949,4,LOT-00949,325.96,1
950,5,LOT-00950,448.63,0
951,1,LOT-00951,109.89,1
952,2,LOT-00952,149.16,1
953,3,LOT-00953,238.38,1
954,4,LOT-00954,347.73,0
955,5,LOT-00955,279.63,1
956,1,LOT-00956,181.08,0
957,2,LOT-00957,335.68,0
958,3,LOT-00958,326.68,0
959,4,LOT-00959,309.78,0
960,5,LOT-00960,136.22,0
961,1,LOT-00961,470.81,0
962,2,LOT-00962,336.9,0
963,3,LOT-00963,205.6,1
964,4,LOT-00964,374.97,0
965,5,LOT-00965,227.16,0
966,1,LOT-00966,302.34,1
967,2,LOT-00967,236.45,0
968,3,LOT-00968,452.16,1
969,4,LOT-00969,497.59,0
970,5,LOT-00970,164.47,0
971,1,LOT-00971,109.43,1
972,2,LOT-00972,187.73,1
973,3,LOT-00973,335.98,1
974,4,LOT-00974,169.58,0
975,5,LOT-00975,424.59,1
976,1,LOT-00976,263.47,1
977,2,LOT-00977,344.21,1
978,3,LOT-00978,282.25,0
979,4,LOT-00979,461.33,1
980,5,LOT-00980,114.05,1
981,1,LOT-00981,391.72,0
982,2,LOT-00982,360.87,1
983,3,LOT-00983,359.81,0
984,4,LOT-00984,265.6,0
985,5,LOT-00985,106.27,1
986,1,LOT-00986,375.7,1
987,2,LOT-00987,431.79,1
988,3,LOT-00988,134.09,1
989,4,LOT-00989,276.65,1
990,5,LOT-00990,165.04,0
991,1,LOT-00991,344.38,0
992,2,LOT-00992,414.24,1
993,3,LOT-00993,366.68,0
994,4,LOT-00994,227.22,1
995,5,LOT-00995,155.89,0
996,1,LOT-00996,417.71,1
997,2,LOT-00997,229.57,0
998,3,LOT-00998,108.86,0
999,4,LOT-00999,328.57,1
1000,5,LOT-01000,198.67,1
1001,1,LOT-01001,436.48,1
1002,2,LOT-01002,157.3,1
1003,3,LOT-01003,273.92,1
1004,4,LOT-01004,201.25,0
1005,5,LOT-01005,375.84,0
1006,1,LOT-01006,319.41,0
1007,2,LOT-01007,416.4,1
1008,3,LOT-01008,283.45,1
1009,4,LOT-01009,101.92,1
1010,5,LOT-01010,186.08,1
1011,1,LOT-01011,499.66,1
1012,2,LOT-01012,262.14,0
1013,3,LOT-01013,348.09,0
1014,4,LOT-01014,461.97,0
1015,5,LOT-01015,108.21,0
1016,1,LOT-01016,363.84,1
1017,2,LOT-01017,215.35,0
1018,3,LOT-01018,211.7,1
1019,4,LOT-01019,189.94,1
1020,5,LOT-01020,429.09,0
1021,1,LOT-01021,249.18,1
1022,2,LOT-01022,126.85,1
1023,3,LOT-01023,138.74,0
1024,4,LOT-01024,159.45,0
1025,5,LOT-01025,459.57,1
1026,1,LOT-01026,270.98,0
1027,2,LOT-01027,466.42,1
1028,3,LOT-01028,426.99,0
1029,4,LOT-01029,435.15,1
1030,5,LOT-01030,214.73,0
1031,1,LOT-01031,208.53,0
1032,2,LOT-01032,324.03,0
1033,3,LOT-01033,267.17,1
1034,4,LOT-01034,303.62,1
1035,5,LOT-01035,121.28,0
1036,1,LOT-01036,488.64,0
1037,2,LOT-01037,123.27,0
1038,3,LOT-01038,171.53,1
1039,4,LOT-01039,371.28,1
1040,5,LOT-01040,162.2,0
1041,1,LOT-01041,142.75,1
1042,2,LOT-01042,161.45,1
1043,3,LOT-01043,124.77,0
1044,4,LOT-01044,200.53,1
1045,5,LOT-01045,208.45,0
1046,1,LOT-01046,299.45,0
1047,2,LOT-01047,275.49,0
1048,3,LOT-01048,289.49,0
1049,4,LOT-01049,346.42,1
1050,5,LOT-01050,192.38,1
1051,1,LOT-01051,153.88,1
1052,2,LOT-01052,451.55,1
1053,3,LOT-01053,353.58,1
1054,4,LOT-01054,124.27,0
1055,5,LOT-01055,484.42,0
1056,1,LOT-01056,377.23,1
1057,2,LOT-01057,160.68,0
1058,3,LOT-01058,487.65,1
1059,4,LOT-01059,246.16,0
1060,5,LOT-01060,493.8,0
1061,1,LOT-01061,141.31,0
1062,2,LOT-01062,163.99,1
1063,3,LOT-01063,362.97,0
1064,4,LOT-01064,108.86,0
1065,5,LOT-01065,107.48,0
1066,1,LOT-01066,416.79,1
1067,2,LOT-01067,167.11,0
1068,3,LOT-01068,467.52,0
1069,4,LOT-01069,270.36,0
1070,5,LOT-01070,449.46,1
1071,1,LOT-01071,267.11,1
1072,2,LOT-01072,312.09,1
1073,3,LOT-01073,226.61,1
1074,4,LOT-01074,363.23,1
1075,5,LOT-01075,227.28,0
1076,1,LOT-01076,189.27,0
1077,2,LOT-01077,132.42,1
1078,3,LOT-01078,123.07,0
1079,4,LOT-01079,222.39,1
1080,5,LOT-01080,394.59,1
1081,1,LOT-01081,182.25,0
1082,2,LOT-01082,219.69,1
1083,3,LOT-01083,462.07,1
1084,4,LOT-01084,355.66,0
1085,5,LOT-01085,467.89,0
1086,1,LOT-01086,464.49,0
1087,2,LOT-01087,125.36,1
1088,3,LOT-01088,482.0,1
1089,4,LOT-01089,120.47,1
1090,5,LOT-01090,470.25,1
1091,1,LOT-01091,318.69,0
1092,2,LOT-01092,313.28,0
1093,3,LOT-01093,385.31,1
1094,4,LOT-01094,451.68,0
1095,5,LOT-01095,346.8,0
1096,1,LOT-01096,270.16,0
1097,2,LOT-01097,144.76,0
1098,3,LOT-01098,415.68,1
1099,4,LOT-01099,151.32,0
1100,5,LOT-01100,390.55,0
1101,1,LOT-01101,311.17,1
1102,2,LOT-01102,254.33,0
1103,3,LOT-01103,345.19,0
1104,4,LOT-01104,408.94,1
1105,5,LOT-01105,476.46,0
1106,1,LOT-01106,205.88,1
1107,2,LOT-01107,478.85,0
1108,3,LOT-01108,484.38,0
1109,4,LOT-01109,425.45,1
1110,5,LOT-01110,452.57,1
1111,1,LOT-01111,376.97,0
1112,2,LOT-01112,115.64,0
1113,3,LOT-01113,330.03,1
1114,4,LOT-01114,398.88,0
1115,5,LOT-01115,476.68,0
1116,1,LOT-01116,328.18,1
1117,2,LOT-01117,417.68,1
1118,3,LOT-01118,382.02,0
1119,4,LOT-01119,212.32,1
1120,5,LOT-01120,161.89,1
1121,1,LOT-01121,400.36,0
1122,2,LOT-01122,193.51,1
1123,3,LOT-01123,197.88,0
1124,4,LOT-01124,357.58,0
1125,5,LOT-01125,415.63,1
1126,1,LOT-01126,332.93,0
1127,2,LOT-01127,453.99,0
1128,3,LOT-01128,184.58,1
1129,4,LOT-01129,200.97,0
1130,5,LOT-01130,354.78,0
1131,1,LOT-01131,431.75,1
1132,2,LOT-01132,315.74,1
1133,3,LOT-01133,104.15,1
1134,4,LOT-01134,370.78,0
1135,5,LOT-01135,425.43,0
1136,1,LOT-01136,210.62,1
1137,2,LOT-01137,121.68,1
1138,3,LOT-01138,307.18,0
1139,4,LOT-01139,116.86,1
1140,5,LOT-01140,266.41,0
1141,1,LOT-01141,107.13,0
1142,2,LOT-01142,189.99,0
1143,3,LOT-01143,255.53,1
1144,4,LOT-01144,144.68,0
1145,5,LOT-01145,145.66,1
1146,1,LOT-01146,430.82,0
1147,2,LOT-01147,116.57,0
1148,3,LOT-01148,375.59,1
1149,4,LOT-01149,425.79,1
1150,5,LOT-01150,152.29,1
1151,1,LOT-01151,178.15,1
1152,2,LOT-01152,356.6,0
1153,3,LOT-01153,226.26,1
1154,4,LOT-01154,290.57,1
1155,5,LOT-01155,434.4,0
1156,1,LOT-01156,155.19,0
1157,2,LOT-01157,347.86,0
1158,3,LOT-01158,476.96,0
1159,4,LOT-01159,122.99,0
1160,5,LOT-01160,124.0,1
1161,1,LOT-01161,321.9,0
1162,2,LOT-01162,484.03,0
1163,3,LOT-01163,188.19,1
1164,4,LOT-01164,232.32,1
1165,5,LOT-01165,139.46,1
1166,1,LOT-01166,244.9,1
1167,2,LOT-01167,117.73,0
1168,3,LOT-01168,255.64,1
1169,4,LOT-01169,322.2,1
1170,5,LOT-01170,490.0,0
1171,1,LOT-01171,427.36,1
1172,2,LOT-01172,428.83,1
1173,3,LOT-01173,191.26,1
1174,4,LOT-01174,134.89,0
1175,5,LOT-01175,341.23,1
1176,1,LOT-01176,308.46,1
1177,2,LOT-01177,306.6,0
1178,3,LOT-01178,143.6,0
1179,4,LOT-01179,297.55,1
1180,5,LOT-01180,160.14,0
1181,1,LOT-01181,268.85,1
1182,2,LOT-01182,124.87,0
1183,3,LOT-01183,442.76,0
1184,4,LOT-01184,105.27,1
1185,5,LOT-01185,475.73,1
1186,1,LOT-01186,445.16,1
1187,2,LOT-01187,401.04,1
1188,3,LOT-01188,493.02,0
1189,4,LOT-01189,121.53,1
1190,5,LOT-01190,356.64,1
1191,1,LOT-01191,439.72,0
1192,2,LOT-01192,150.65,1
1193,3,LOT-01193,333.91,0
1194,4,LOT-01194,257.57,0
1195,5,LOT-01195,274.33,0
1196,1,LOT-01196,465.01,1
1197,2,LOT-01197,315.46,0
1198,3,LOT-01198,137.3,1
1199,4,LOT-01199,474.89,0
1200,5,LOT-01200,174.08,1
1201,1,LOT-01201,457.05,1
1202,2,LOT-01202,488.37,0
1203,3,LOT-01203,451.13,0
1204,4,LOT-01204,370.85,1
1205,5,LOT-01205,397.42,1
1206,1,LOT-01206,379.95,0
1207,2,LOT-01207,284.21,1
1208,3,LOT-01208,209.77,0
1209,4,LOT-01209,214.0,1
1210,5,LOT-01210,392.47,0
1211,1,LOT-01211,350.41,1
1212,2,LOT-01212,333.95,0
1213,3,LOT-01213,361.04,1
1214,4,LOT-01214,409.91,0
1215,5,LOT-01215,399.34,1
1216,1,LOT-01216,142.16,1
1217,2,LOT-01217,245.21,1
1218,3,LOT-01218,205.59,1
1219,4,LOT-01219,315.3,1
1220,5,LOT-01220,124.57,0
1221,1,LOT-01221,404.99,0
1222,2,LOT-01222,142.61,0
1223,3,LOT-01223,208.56,0
1224,4,LOT-01224,413.1,0
1225,5,LOT-01225,120.62,0
1226,1,LOT-01226,364.08,0
1227,2,LOT-01227,469.79,1
1228,3,LOT-01228,347.06,1
1229,4,LOT-01229,385.06,0
1230,5,LOT-01230,416.91,0
1231,1,LOT-01231,188.9,1
1232,2,LOT-01232,332.39,0
1233,3,LOT-01233,223.62,1
1234,4,LOT-01234,199.8,1
1235,5,LOT-01235,176.98,0
1236,1,LOT-01236,334.17,1
1237,2,LOT-01237,417.81,1
1238,3,LOT-01238,450.36,1
1239,4,LOT-01239,271.43,1
1240,5,LOT-01240,249.16,0
1241,1,LOT-01241,374.92,1
1242,2,LOT-01242,412.14,1
1243,3,LOT-01243,201.33,1
1244,4,LOT-01244,218.92,1
1245,5,LOT-01245,313.36,0
1246,1,LOT-01246,277.75,1
1247,2,LOT-01247,382.32,0
1248,3,LOT-01248,301.79,0
1249,4,LOT-01249,144.64,1
1250,5,LOT-01250,166.38,0
1251,1,LOT-01251,460.76,1
1252,2,LOT-01252,190.96,1
1253,3,LOT-01253,120.03,0
1254,4,LOT-01254,392.58,0
1255,5,LOT-01255,373.6,0
1256,1,LOT-01256,340.03,1
1257,2,LOT-01257,300.9,0
1258,3,LOT-01258,487.83,1
1259,4,LOT-01259,147.93,0
1260,5,LOT-01260,304.07,0
1261,1,LOT-01261,325.62,1
1262,2,LOT-01262,109.0,0
1263,3,LOT-01263,264.8,0
1264,4,LOT-01264,413.12,0
1265,5,LOT-01265,288.44,1
1266,1,LOT-01266,450.11,0
1267,2,LOT-01267,357.92,1
1268,3,LOT-01268,406.43,1
1269,4,LOT-01269,421.79,0
1270,5,LOT-01270,375.8,0
1271,1,LOT-01271,399.75,0
1272,2,LOT-01272,378.12,1
1273,3,LOT-01273,320.19,1
1274,4,LOT-01274,326.61,0
1275,5,LOT-01275,175.95,0
1276,1,LOT-01276,430.98,1
1277,2,LOT-01277,224.85,1
1278,3,LOT-01278,314.29,0
1279,4,LOT-01279,199.82,0
1280,5,LOT-01280,378.35,1
1281,1,LOT-01281,490.07,1
1282,2,LOT-01282,420.78,0
1283,3,LOT-01283,347.64,0
1284,4,LOT-01284,327.0,0
1285,5,LOT-01285,295.91,1
1286,1,LOT-01286,181.99,1
1287,2,LOT-01287,239.2,1
1288,3,LOT-01288,262.56,0
1289,4,LOT-01289,477.83,1
1290,5,LOT-01290,270.23,1
1291,1,LOT-01291,334.48,1
1292,2,LOT-01292,468.97,0
1293,3,LOT-01293,307.37,1
1294,4,LOT-01294,200.58,1
1295,5,LOT-01295,252.4,0
1296,1,LOT-01296,250.22,0
1297,2,LOT-01297,385.89,0
1298,3,LOT-01298,218.45,0
1299,4,LOT-01299,392.12,0
1300,5,LOT-01300,455.7,1
1301,1,LOT-01301,234.43,1
1302,2,LOT-01302,154.14,0
1303,3,LOT-01303,355.42,1
1304,4,LOT-01304,244.34,0
1305,5,LOT-01305,313.59,0
1306,1,LOT-01306,353.67,0
1307,2,LOT-01307,263.1,1
1308,3,LOT-01308,469.88,1
1309,4,LOT-01309,259.85,1
1310,5,LOT-01310,222.95,0
1311,1,LOT-01311,454.27,1
1312,2,LOT-01312,154.52,0
1313,3,LOT-01313,149.68,0
1314,4,LOT-01314,474.28,1
1315,5,LOT-01315,183.59,1
1316,1,LOT-01316,159.37,1
1317,2,LOT-01317,314.07,1
1318,3,LOT-01318,118.72,1
1319,4,LOT-01319,348.01,1
1320,5,LOT-01320,281.17,0
1321,1,LOT-01321,356.16,0
1322,2,LOT-01322,213.57,1
1323,3,LOT-01323,462.19,1
1324,4,LOT-01324,208.23,1
1325,5,LOT-01325,355.03,0
1326,1,LOT-01326,478.04,0
1327,2,LOT-01327,260.32,1
1328,3,LOT-01328,164.57,0
1329,4,LOT-01329,127.35,1
1330,5,LOT-01330,485.21,0
1331,1,LOT-01331,405.48,0
1332,2,LOT-01332,467.58,1
1333,3,LOT-01333,379.53,0
1334,4,LOT-01334,236.98,0
1335,5,LOT-01335,149.21,1
1336,1,LOT-01336,471.72,0
1337,2,LOT-01337,295.85,0
1338,3,LOT-01338,258.6,0
1339,4,LOT-01339,331.12,0
1340,5,LOT-01340,142.62,1
1341,1,LOT-01341,223.68,0
1342,2,LOT-01342,355.15,0
1343,3,LOT-01343,140.05,0
1344,4,LOT-01344,154.1,0
1345,5,LOT-01345,304.24,0
1346,1,LOT-01346,349.38,0
1347,2,LOT-01347,174.8,1
1348,3,LOT-01348,113.23,1
1349,4,LOT-01349,483.35,0
1350,5,LOT-01350,111.0,0
1351,1,LOT-01351,100.82,0
1352,2,LOT-01352,229.34,0
1353,3,LOT-01353,188.98,0
1354,4,LOT-01354,329.43,1
1355,5,LOT-01355,457.68,1
1356,1,LOT-01356,292.44,0
1357,2,LOT-01357,409.32,0
1358,3,LOT-01358,463.69,1
1359,4,LOT-01359,175.76,1
1360,5,LOT-01360,295.32,1
1361,1,LOT-01361,356.83,0
1362,2,LOT-01362,232.75,0
1363,3,LOT-01363,395.9,0
1364,4,LOT-01364,382.13,1
1365,5,LOT-01365,268.44,1
1366,1,LOT-01366,135.18,1
1367,2,LOT-01367,104.63,1
1368,3,LOT-01368,247.74,1
1369,4,LOT-01369,132.83,1
1370,5,LOT-01370,412.65,0
1371,1,LOT-01371,233.73,0
1372,2,LOT-01372,366.44,1
1373,3,LOT-01373,238.55,0
1374,4,LOT-01374,418.38,1
1375,5,LOT-01375,455.36,1
1376,1,LOT-01376,435.01,0
1377,2,LOT-01377,293.79,0
1378,3,LOT-01378,133.58,0
1379,4,LOT-01379,248.68,1
1380,5,LOT-01380,269.78,0
1381,1,LOT-01381,484.1,0
1382,2,LOT-01382,326.2,1
1383,3,LOT-01383,356.34,0
1384,4,LOT-01384,412.8,0
1385,5,LOT-01385,327.28,0
1386,1,LOT-01386,339.39,0
1387,2,LOT-01387,198.13,0
1388,3,LOT-01388,123.55,0
1389,4,LOT-01389,388.55,0
1390,5,LOT-01390,439.47,1
1391,1,LOT-01391,264.8,1
1392,2,LOT-01392,319.57,1
1393,3,LOT-01393,222.91,0
1394,4,LOT-01394,280.09,0
1395,5,LOT-01395,183.56,0
1396,1,LOT-01396,403.95,0
1397,2,LOT-01397,296.76,0
1398,3,LOT-01398,318.86,1
1399,4,LOT-01399,114.84,0
1400,5,LOT-01400,348.96,1
1401,1,LOT-01401,181.06,0
1402,2,LOT-01402,253.36,0
1403,3,LOT-01403,265.09,0
1404,4,LOT-01404,279.49,1
1405,5,LOT-01405,190.97,1
1406,1,LOT-01406,440.04,0
1407,2,LOT-01407,271.14,0
1408,3,LOT-01408,344.85,1
1409,4,LOT-01409,345.58,0
1410,5,LOT-01410,342.79,0
1411,1,LOT-01411,323.73,0
1412,2,LOT-01412,429.05,0
1413,3,LOT-01413,425.05,1
1414,4,LOT-01414,266.86,0
1415,5,LOT-01415,354.34,0
1416,1,LOT-01416,141.13,1
1417,2,LOT-01417,136.31,0
1418,3,LOT-01418,291.97,1
1419,4,LOT-01419,460.08,0
1420,5,LOT-01420,360.0,1
1421,1,LOT-01421,367.69,1
1422,2,LOT-01422,163.07,0
1423,3,LOT-01423,281.32,0
1424,4,LOT-01424,260.32,1
1425,5,LOT-01425,413.19,1
1426,1,LOT-01426,155.13,0
1427,2,LOT-01427,315.68,0
1428,3,LOT-01428,464.54,1
1429,4,LOT-01429,456.98,1
1430,5,LOT-01430,440.93,0
1431,1,LOT-01431,249.99,0
1432,2,LOT-01432,476.44,0
1433,3,LOT-01433,422.12,1
1434,4,LOT-01434,440.46,1
1435,5,LOT-01435,472.94,1
1436,1,LOT-01436,474.8,1
1437,2,LOT-01437,196.03,0
1438,3,LOT-01438,151.08,0
1439,4,LOT-01439,376.35,1
1440,5,LOT-01440,325.29,1
1441,1,LOT-01441,230.97,1
1442,2,LOT-01442,373.78,0
1443,3,LOT-01443,124.8,1
1444,4,LOT-01444,118.88,0
1445,5,LOT-01445,241.72,1
1446,1,LOT-01446,177.54,1
1447,2,LOT-01447,387.42,0
1448,3,LOT-01448,479.21,1
1449,4,LOT-01449,364.65,0
1450,5,LOT-01450,361.91,1
1451,1,LOT-01451,102.64,1
1452,2,LOT-01452,304.91,1
1453,3,LOT-01453,426.84,0
1454,4,LOT-01454,361.65,1
1455,5,LOT-01455,191.11,0
1456,1,LOT-01456,439.39,1
1457,2,LOT-01457,485.75,1
1458,3,LOT-01458,211.6,0
1459,4,LOT-01459,182.84,0
1460,5,LOT-01460,235.41,1
1461,1,LOT-01461,125.26,1
1462,2,LOT-01462,449.37,1
1463,3,LOT-01463,471.72,0
1464,4,LOT-01464,353.32,1
1465,5,LOT-01465,405.73,0
1466,1,LOT-01466,367.46,0
1467,2,LOT-01467,250.94,0
1468,3,LOT-01468,352.82,0
1469,4,LOT-01469,434.53,0
1470,5,LOT-01470,423.96,0
1471,1,LOT-01471,132.42,1
1472,2,LOT-01472,285.04,0
1473,3,LOT-01473,258.93,0
1474,4,LOT-01474,400.8,1
1475,5,LOT-01475,300.55,0
1476,1,LOT-01476,239.88,0
1477,2,LOT-01477,382.54,1
1478,3,LOT-01478,289.43,1
1479,4,LOT-01479,202.65,1
1480,5,LOT-01480,456.17,1
1481,1,LOT-01481,145.22,1
1482,2,LOT-01482,107.24,1
1483,3,LOT-01483,157.56,1
1484,4,LOT-01484,165.46,0
1485,5,LOT-01485,315.22,1
1486,1,LOT-01486,349.95,1
1487,2,LOT-01487,279.44,0
1488,3,LOT-01488,181.67,0
1489,4,LOT-01489,152.88,1
1490,5,LOT-01490,296.86,1
1491,1,LOT-01491,326.19,1
1492,2,LOT-01492,221.58,1
1493,3,LOT-01493,188.18,1
1494,4,LOT-01494,132.24,0
1495,5,LOT-01495,110.5,0
1496,1,LOT-01496,142.29,1
1497,2,LOT-01497,396.83,1
1498,3,LOT-01498,237.61,0
1499,4,LOT-01499,110.97,1
1500,5,LOT-01500,303.27,0
1501,1,LOT-01501,314.43,0
1502,2,LOT-01502,271.48,1
1503,3,LOT-01503,144.27,1
1504,4,LOT-01504,401.99,1
1505,5,LOT-01505,375.63,1
1506,1,LOT-01506,257.89,1
1507,2,LOT-01507,252.33,1
1508,3,LOT-01508,162.37,0
1509,4,LOT-01509,401.42,0
1510,5,LOT-01510,339.83,0
1511,1,LOT-01511,134.32,0
1512,2,LOT-01512,251.23,1
1513,3,LOT-01513,461.42,1
1514,4,LOT-01514,280.95,1
1515,5,LOT-01515,229.97,0
1516,1,LOT-01516,357.51,0
1517,2,LOT-01517,181.19,1
1518,3,LOT-01518,309.52,0
1519,4,LOT-01519,367.81,1
1520,5,LOT-01520,441.95,0
1521,1,LOT-01521,377.0,0
1522,2,LOT-01522,253.76,1
1523,3,LOT-01523,407.12,0
1524,4,LOT-01524,459.36,1
1525,5,LOT-01525,291.11,1
1526,1,LOT-01526,101.8,0
1527,2,LOT-01527,452.37,1
1528,3,LOT-01528,166.18,1
1529,4,LOT-01529,150.53,0
1530,5,LOT-01530,223.07,0
1531,1,LOT-01531,251.99,1
1532,2,LOT-01532,419.75,1
1533,3,LOT-01533,255.67,1
1534,4,LOT-01534,119.53,1
1535,5,LOT-01535,354.38,1
1536,1,LOT-01536,368.49,1
1537,2,LOT-01537,425.69,0
1538,3,LOT-01538,259.55,1
1539,4,LOT-01539,134.43,0
1540,5,LOT-01540,321.22,1
1541,1,LOT-01541,148.4,1
1542,2,LOT-01542,106.83,0
1543,3,LOT-01543,411.43,0
1544,4,LOT-01544,261.36,0
1545,5,LOT-01545,310.0,0
1546,1,LOT-01546,365.14,1
1547,2,LOT-01547,260.41,1
1548,3,LOT-01548,120.45,0
1549,4,LOT-01549,201.1,1
1550,5,LOT-01550,177.74,0
1551,1,LOT-01551,490.96,1
1552,2,LOT-01552,395.8,0
1553,3,LOT-01553,280.62,1
1554,4,LOT-01554,125.35,0
1555,5,LOT-01555,146.34,1
1556,1,LOT-01556,425.16,1
1557,2,LOT-01557,478.18,1
1558,3,LOT-01558,112.54,1
1559,4,LOT-01559,464.16,1
1560,5,LOT-01560,252.23,0
1561,1,LOT-01561,185.45,1
1562,2,LOT-01562,140.89,1
1563,3,LOT-01563,408.7,1
1564,4,LOT-01564,287.56,0
1565,5,LOT-01565,432.97,0
1566,1,LOT-01566,190.46,0
1567,2,LOT-01567,371.43,1
1568,3,LOT-01568,147.25,0
1569,4,LOT-01569,135.9,0
1570,5,LOT-01570,153.36,0
1571,1,LOT-01571,423.56,0
1572,2,LOT-01572,362.25,0
1573,3,LOT-01573,166.39,1
1574,4,LOT-01574,253.91,0
1575,5,LOT-01575,405.47,1
1576,1,LOT-01576,214.27,0
1577,2,LOT-01577,468.51,1
1578,3,LOT-01578,465.84,1
1579,4,LOT-01579,321.16,1
1580,5,LOT-01580,352.79,0
1581,1,LOT-01581,361.29,0
1582,2,LOT-01582,203.39,0
1583,3,LOT-01583,246.13,1
1584,4,LOT-01584,154.38,1
1585,5,LOT-01585,469.95,0
1586,1,LOT-01586,389.54,0
1587,2,LOT-01587,118.54,0
1588,3,LOT-01588,319.75,0
1589,4,LOT-01589,237.23,0
1590,5,LOT-01590,426.12,1
1591,1,LOT-01591,237.52,1
1592,2,LOT-01592,357.66,0
1593,3,LOT-01593,166.3,0
1594,4,LOT-01594,323.5,1
1595,5,LOT-01595,217.55,0
1596,1,LOT-01596,165.96,0
1597,2,LOT-01597,347.7,1
1598,3,LOT-01598,355.46,0
1599,4,LOT-01599,493.34,0
1600,5,LOT-01600,367.64,1
1601,1,LOT-01601,306.28,0
1602,2,LOT-01602,465.05,1
1603,3,LOT-01603,431.31,0
1604,4,LOT-01604,319.5,1
