RunID,DefectSeq,DefectTypeID,Severity,DetectedAt
710,1,2,Medium,2024-06-26 14:45:00
712,1,4,Critical,2024-06-27 02:45:00
713,1,2,Medium,2024-06-27 08:45:00
714,1,2,Medium,2024-06-27 14:45:00
715,1,2,Medium,2024-06-27 20:45:00
716,1,4,Critical,2024-06-28 02:45:00
717,1,1,Low,2024-06-28 08:45:00
719,1,1,Low,2024-06-28 20:45:00
720,1,3,High,2024-06-29 02:45:00
721,1,2,Medium,2024-06-29 08:45:00
722,1,2,Medium,2024-06-29 14:45:00
723,1,2,Medium,2024-06-29 20:45:00
724,1,4,Critical,2024-06-30 02:45:00
725,1,2,Medium,2024-06-30 08:45:00
726,1,3,High,2024-06-30 14:45:00
727,1,4,Critical,2024-06-30 20:45:00
728,1,4,Critical,2024-07-01 02:45:00
729,1,2,Medium,2024-07-01 08:45:00
730,1,4,Critical,2024-07-01 14:45:00
731,1,1,Low,2024-07-01 20:45:00
733,1,4,Critical,2024-07-02 08:45:00
734,1,2,Medium,2024-07-02 14:45:00
736,1,2,Medium,2024-07-03 02:45:00
737,1,3,High,2024-07-03 08:45:00
739,1,3,High,2024-07-03 20:45:00
740,1,4,Critical,2024-07-04 02:45:00
741,1,3,High,2024-07-04 08:45:00
742,1,1,Low,2024-07-04 14:45:00
743,1,4,Critical,2024-07-04 20:45:00
744,1,2,Medium,2024-07-05 02:45:00
745,1,1,Low,2024-07-05 08:45:00
746,1,1,Low,2024-07-05 14:45:00
747,1,3,High,2024-07-05 20:45:00
748,1,1,Low,2024-07-06 02:45:00
749,1,1,Low,2024-07-06 08:45:00
750,1,2,Medium,2024-07-06 14:45:00
751,1,2,Medium,2024-07-06 20:45:00
752,1,3,High,2024-07-07 02:45:00
753,1,4,Critical,2024-07-07 08:45:00
754,1,3,High,2024-07-07 14:45:00
755,1,2,Medium,2024-07-07 20:45:00
756,1,2,Medium,2024-07-08 02:45:00
757,1,4,Critical,2024-07-08 08:45:00
758,1,1,Low,2024-07-08 14:45:00
759,1,4,Critical,2024-07-08 20:45:00
760,1,1,Low,2024-07-09 02:45:00
761,1,4,Critical,2024-07-09 08:45:00
762,1,2,Medium,2024-07-09 14:45:00
764,1,3,High,2024-07-10 02:45:00
765,1,3,High,2024-07-10 08:45:00
766,1,2,Medium,2024-07-10 14:45:00
767,1,2,Medium,2024-07-10 20:45:00
768,1,3,High,2024-07-11 02:45:00
769,1,1,Low,2024-07-11 08:45:00
770,1,1,Low,2024-07-11 14:45:00
772,1,1,Low,2024-07-12 02:45:00
773,1,3,High,2024-07-12 08:45:00
774,1,1,Low,2024-07-12 14:45:00
775,1,2,Medium,2024-07-12 20:45:00
776,1,1,Low,2024-07-13 02:45:00
777,1,2,Medium,2024-07-13 08:45:00
778,1,1,Low,2024-07-13 14:45:00
780,1,1,Low,2024-07-14 02:45:00
781,1,4,Critical,2024-07-14 08:45:00
783,1,3,High,2024-07-14 20:45:00
784,1,1,Low,2024-07-15 02:45:00
785,1,1,Low,2024-07-15 08:45:00
786,1,2,Medium,2024-07-15 14:45:00
787,1,2,Medium,2024-07-15 20:45:00
788,1,4,Critical,2024-07-16 02:45:00
789,1,4,Critical,2024-07-16 08:45:00
790,1,4,Critical,2024-07-16 14:45:00
791,1,3,High,2024-07-16 20:45:00
792,1,2,Medium,2024-07-17 02:45:00
793,1,2,Medium,2024-07-17 08:45:00
794,1,4,Critical,2024-07-17 14:45:00
795,1,3,High,2024-07-17 20:45:00
796,1,3,High,2024-07-18 02:45:00
797,1,2,Medium,2024-07-18 08:45:00
798,1,1,Low,2024-07-18 14:45:00
799,1,4,Critical,2024-07-18 20:45:00
800,1,2,Medium,2024-07-19 02:45:00
801,1,2,Medium,2024-07-19 08:45:00
803,1,4,Critical,2024-07-19 20:45:00
804,1,1,Low,2024-07-20 02:45:00
805,1,4,Critical,2024-07-20 08:45:00
806,1,1,Low,2024-07-20 14:45:00
807,1,4,Critical,2024-07-20 20:45:00
808,1,3,High,2024-07-21 02:45:00
809,1,1,Low,2024-07-21 08:45:00
810,1,3,High,2024-07-21 14:45:00
811,1,2,Medium,2024-07-21 20:45:00
812,1,1,Low,2024-07-22 02:45:00
813,1,4,Critical,2024-07-22 08:45:00
814,1,2,Medium,2024-07-22 14:45:00
815,1,2,Medium,2024-07-22 20:45:00
816,1,1,Low,2024-07-23 02:45:00
818,1,4,Critical,2024-07-23 14:45:00
819,1,2,Medium,2024-07-23 20:45:00
820,1,4,Critical,2024-07-24 02:45:00
821,1,4,Critical,2024-07-24 08:45:00
822,1,1,Low,2024-07-24 14:45:00
823,1,1,Low,2024-07-24 20:45:00
824,1,4,Critical,2024-07-25 02:45:00
825,1,2,Medium,2024-07-25 08:45:00
826,1,1,Low,2024-07-25 14:45:00
828,1,3,High,2024-07-26 02:45:00
829,1,4,Critical,2024-07-26 08:45:00
831,1,1,Low,2024-07-26 20:45:00
832,1,4,Critical,2024-07-27 02:45:00
833,1,3,High,2024-07-27 08:45:00
834,1,3,High,2024-07-27 14:45:00
835,1,3,High,2024-07-27 20:45:00
836,1,2,Medium,2024-07-28 02:45:00
837,1,3,High,2024-07-28 08:45:00
838,1,2,Medium,2024-07-28 14:45:00
839,1,2,Medium,2024-07-28 20:45:00
840,1,3,High,2024-07-29 02:45:00
841,1,2,Medium,2024-07-29 08:45:00
842,1,4,Critical,2024-07-29 14:45:00
843,1,2,Medium,2024-07-29 20:45:00
844,1,4,Critical,2024-07-30 02:45:00
845,1,4,Critical,2024-07-30 08:45:00
846,1,2,Medium,2024-07-30 14:45:00
847,1,4,Critical,2024-07-30 20:45:00
849,1,4,Critical,2024-07-31 08:45:00
851,1,3,High,2024-07-31 20:45:00
853,1,2,Medium,2024-08-01 08:45:00
854,1,1,Low,2024-08-01 14:45:00
856,1,3,High,2024-08-02 02:45:00
857,1,3,High,2024-08-02 08:45:00
858,1,3,High,2024-08-02 14:45:00
859,1,2,Medium,2024-08-02 20:45:00
860,1,2,Medium,2024-08-03 02:45:00
861,1,1,Low,2024-08-03 08:45:00
862,1,4,Critical,2024-08-03 14:45:00
863,1,4,Critical,2024-08-03 20:45:00
864,1,2,Medium,2024-08-04 02:45:00
865,1,1,Low,2024-08-04 08:45:00
867,1,3,High,2024-08-04 20:45:00
868,1,3,High,2024-08-05 02:45:00
869,1,4,Critical,2024-08-05 08:45:00
870,1,2,Medium,2024-08-05 14:45:00
871,1,3,High,2024-08-05 20:45:00
872,1,3,High,2024-08-06 02:45:00
874,1,2,Medium,2024-08-06 14:45:00
876,1,2,Medium,2024-08-07 02:45:00
877,1,4,Critical,2024-08-07 08:45:00
878,1,2,Medium,2024-08-07 14:45:00
879,1,4,Critical,2024-08-07 20:45:00
880,1,3,High,2024-08-08 02:45:00
881,1,1,Low,2024-08-08 08:45:00
882,1,3,High,2024-08-08 14:45:00
883,1,2,Medium,2024-08-08 20:45:00
884,1,2,Medium,2024-08-09 02:45:00
885,1,1,Low,2024-08-09 08:45:00
886,1,2,Medium,2024-08-09 14:45:00
887,1,1,Low,2024-08-09 20:45:00
888,1,1,Low,2024-08-10 02:45:00
889,1,2,Medium,2024-08-10 08:45:00
890,1,2,Medium,2024-08-10 14:45:00
891,1,4,Critical,2024-08-10 20:45:00
892,1,2,Medium,2024-08-11 02:45:00
893,1,3,High,2024-08-11 08:45:00
895,1,3,High,2024-08-11 20:45:00
897,1,4,Critical,2024-08-12 08:45:00
899,1,4,Critical,2024-08-12 20:45:00
900,1,2,Medium,2024-08-13 02:45:00
901,1,1,Low,2024-08-13 08:45:00
902,1,3,High,2024-08-13 14:45:00
903,1,1,Low,2024-08-13 20:45:00
904,1,2,Medium,2024-08-14 02:45:00
906,1,3,High,2024-08-14 14:45:00
907,1,4,Critical,2024-08-14 20:45:00
908,1,2,Medium,2024-08-15 02:45:00
909,1,4,Critical,2024-08-15 08:45:00
910,1,2,Medium,2024-08-15 14:45:00
911,1,2,Medium,2024-08-15 20:45:00
912,1,4,Critical,2024-08-16 02:45:00
913,1,4,Critical,2024-08-16 08:45:00
914,1,4,Critical,2024-08-16 14:45:00
915,1,2,Medium,2024-08-16 20:45:00
916,1,2,Medium,2024-08-17 02:45:00
917,1,2,Medium,2024-08-17 08:45:00
918,1,2,Medium,2024-08-17 14:45:00
919,1,2,Medium,2024-08-17 20:45:00
920,1,4,Critical,2024-08-18 02:45:00
921,1,4,Critical,2024-08-18 08:45:00
922,1,2,Medium,2024-08-18 14:45:00
923,1,1,Low,2024-08-18 20:45:00
924,1,4,Critical,2024-08-19 02:45:00
925,1,1,Low,2024-08-19 08:45:00
926,1,3,High,2024-08-19 14:45:00
927,1,1,Low,2024-08-19 20:45:00
929,1,4,Critical,2024-08-20 08:45:00
930,1,1,Low,2024-08-20 14:45:00
931,1,2,Medium,2024-08-20 20:45:00
932,1,2,Medium,2024-08-21 02:45:00
933,1,4,Critical,2024-08-21 08:45:00
934,1,4,Critical,2024-08-21 14:45:00
936,1,1,Low,2024-08-22 02:45:00
937,1,3,High,2024-08-22 08:45:00
939,1,3,High,2024-08-22 20:45:00
940,1,1,Low,2024-08-23 02:45:00
941,1,1,Low,2024-08-23 08:45:00
942,1,3,High,2024-08-23 14:45:00
943,1,1,Low,2024-08-23 20:45:00
944,1,4,Critical,2024-08-24 02:45:00
945,1,1,Low,2024-08-24 08:45:00
946,1,1,Low,2024-08-24 14:45:00
947,1,4,Critical,2024-08-24 20:45:00
948,1,2,Medium,2024-08-25 02:45:00
949,1,3,High,2024-08-25 08:45:00
950,1,1,Low,2024-08-25 14:45:00
951,1,3,High,2024-08-25 20:45:00
952,1,3,High,2024-08-26 02:45:00
953,1,2,Medium,2024-08-26 08:45:00
954,1,4,Critical,2024-08-26 14:45:00
955,1,3,High,2024-08-26 20:45:00
956,1,2,Medium,2024-08-27 02:45:00
957,1,3,High,2024-08-27 08:45:00
958,1,3,High,2024-08-27 14:45:00
959,1,1,Low,2024-08-27 20:45:00
960,1,2,Medium,2024-08-28 02:45:00
961,1,2,Medium,2024-08-28 08:45:00
962,1,2,Medium,2024-08-28 14:45:00
963,1,3,High,2024-08-28 20:45:00
964,1,2,Medium,2024-08-29 02:45:00
965,1,4,Critical,2024-08-29 08:45:00
966,1,2,Medium,2024-08-29 14:45:00
967,1,2,Medium,2024-08-29 20:45:00
968,1,4,Critical,2024-08-30 02:45:00
970,1,2,Medium,2024-08-30 14:45:00
971,1,1,Low,2024-08-30 20:45:00
972,1,2,Medium,2024-08-31 02:45:00
973,1,2,Medium,2024-08-31 08:45:00
974,1,4,Critical,2024-08-31 14:45:00
975,1,2,Medium,2024-08-31 20:45:00
976,1,4,Critical,2024-09-01 02:45:00
977,1,3,High,2024-09-01 08:45:00
979,1,2,Medium,2024-09-01 20:45:00
980,1,4,Critical,2024-09-02 02:45:00
981,1,4,Critical,2024-09-02 08:45:00
982,1,1,Low,2024-09-02 14:45:00
983,1,2,Medium,2024-09-02 20:45:00
985,1,1,Low,2024-09-03 08:45:00
986,1,3,High,2024-09-03 14:45:00
987,1,4,Critical,2024-09-03 20:45:00
989,1,3,High,2024-09-04 08:45:00
990,1,3,High,2024-09-04 14:45:00
992,1,1,Low,2024-09-05 02:45:00
993,1,3,High,2024-09-05 08:45:00
994,1,4,Critical,2024-09-05 14:45:00
995,1,3,High,2024-09-05 20:45:00
996,1,1,Low,2024-09-06 02:45:00
997,1,1,Low,2024-09-06 08:45:00
998,1,1,Low,2024-09-06 14:45:00
999,1,3,High,2024-09-06 20:45:00
1000,1,3,High,2024-09-07 02:45:00
1001,1,1,Low,2024-09-07 08:45:00
1002,1,4,Critical,2024-09-07 14:45:00
1003,1,2,Medium,2024-09-07 20:45:00
1004,1,3,High,2024-09-08 02:45:00
1005,1,4,Critical,2024-09-08 08:45:00
1006,1,1,Low,2024-09-08 14:45:00
1007,1,4,Critical,2024-09-08 20:45:00
1008,1,1,Low,2024-09-09 02:45:00
1009,1,2,Medium,2024-09-09 08:45:00
1010,1,4,Critical,2024-09-09 14:45:00
1011,1,4,Critical,2024-09-09 20:45:00
1012,1,2,Medium,2024-09-10 02:45:00
1013,1,3,High,2024-09-10 08:45:00
1014,1,3,High,2024-09-10 14:45:00
1015,1,4,Critical,2024-09-10 20:45:00
1017,1,4,Critical,2024-09-11 08:45:00
1018,1,2,Medium,2024-09-11 14:45:00
1019,1,2,Medium,2024-09-11 20:45:00
1021,1,2,Medium,2024-09-12 08:45:00
1022,1,4,Critical,2024-09-12 14:45:00
1023,1,2,Medium,2024-09-12 20:45:00
1024,1,4,Critical,2024-09-13 02:45:00
1025,1,1,Low,2024-09-13 08:45:00
1026,1,3,High,2024-09-13 14:45:00
1027,1,4,Critical,2024-09-13 20:45:00
1028,1,3,High,2024-09-14 02:45:00
1029,1,3,High,2024-09-14 08:45:00
1030,1,3,High,2024-09-14 14:45:00
1031,1,4,Critical,2024-09-14 20:45:00
1032,1,4,Critical,2024-09-15 02:45:00
1034,1,4,Critical,2024-09-15 14:45:00
1036,1,2,Medium,2024-09-16 02:45:00
1037,1,4,Critical,2024-09-16 08:45:00
1038,1,2,Medium,2024-09-16 14:45:00
1039,1,4,Critical,2024-09-16 20:45:00
1040,1,2,Medium,2024-09-17 02:45:00
1041,1,1,Low,2024-09-17 08:45:00
1042,1,2,Medium,2024-09-17 14:45:00
1044,1,3,High,2024-09-18 02:45:00
1045,1,2,Medium,2024-09-18 08:45:00
1046,1,2,Medium,2024-09-18 14:45:00
1048,1,2,Medium,2024-09-19 02:45:00
1049,1,4,Critical,2024-09-19 08:45:00
1051,1,3,High,2024-09-19 20:45:00
1052,1,4,Critical,2024-09-20 02:45:00
1053,1,3,High,2024-09-20 08:45:00
1054,1,4,Critical,2024-09-20 14:45:00
1055,1,1,Low,2024-09-20 20:45:00
1056,1,2,Medium,2024-09-21 02:45:00
1057,1,4,Critical,2024-09-21 08:45:00
1058,1,3,High,2024-09-21 14:45:00
1059,1,3,High,2024-09-21 20:45:00
1060,1,3,High,2024-09-22 02:45:00
1061,1,2,Medium,2024-09-22 08:45:00
1063,1,4,Critical,2024-09-22 20:45:00
1064,1,3,High,2024-09-23 02:45:00
1066,1,4,Critical,2024-09-23 14:45:00
1069,1,4,Critical,2024-09-24 08:45:00
1070,1,4,Critical,2024-09-24 14:45:00
1072,1,1,Low,2024-09-25 02:45:00
1073,1,1,Low,2024-09-25 08:45:00
1074,1,3,High,2024-09-25 14:45:00
1075,1,2,Medium,2024-09-25 20:45:00
1076,1,4,Critical,2024-09-26 02:45:00
1077,1,4,Critical,2024-09-26 08:45:00
1078,1,4,Critical,2024-09-26 14:45:00
1079,1,2,Medium,2024-09-26 20:45:00
1080,1,4,Critical,2024-09-27 02:45:00
1081,1,2,Medium,2024-09-27 08:45:00
1083,1,1,Low,2024-09-27 20:45:00
1084,1,2,Medium,2024-09-28 02:45:00
1085,1,4,Critical,2024-09-28 08:45:00
1086,1,2,Medium,2024-09-28 14:45:00
1087,1,1,Low,2024-09-28 20:45:00
1088,1,4,Critical,2024-09-29 02:45:00
1090,1,4,Critical,2024-09-29 14:45:00
1092,1,1,Low,2024-09-30 02:45:00
1093,1,4,Critical,2024-09-30 08:45:00
1094,1,1,Low,2024-09-30 14:45:00
1095,1,2,Medium,2024-09-30 20:45:00
1097,1,1,Low,2024-10-01 08:45:00
1099,1,1,Low,2024-10-01 20:45:00
1100,1,1,Low,2024-10-02 02:45:00
1101,1,3,High,2024-10-02 08:45:00
1102,1,2,Medium,2024-10-02 14:45:00
1103,1,2,Medium,2024-10-02 20:45:00
1105,1,4,Critical,2024-10-03 08:45:00
1106,1,4,Critical,2024-10-03 14:45:00
1107,1,3,High,2024-10-03 20:45:00
1108,1,4,Critical,2024-10-04 02:45:00
1109,1,2,Medium,2024-10-04 08:45:00
1111,1,3,High,2024-10-04 20:45:00
1112,1,3,High,2024-10-05 02:45:00
1114,1,2,Medium,2024-10-05 14:45:00
1115,1,4,Critical,2024-10-05 20:45:00
1116,1,4,Critical,2024-10-06 02:45:00
1118,1,3,High,2024-10-06 14:45:00
1119,1,2,Medium,2024-10-06 20:45:00
1122,1,2,Medium,2024-10-07 14:45:00
1123,1,1,Low,2024-10-07 20:45:00
1124,1,4,Critical,2024-10-08 02:45:00
1126,1,3,High,2024-10-08 14:45:00
1127,1,1,Low,2024-10-08 20:45:00
1128,1,1,Low,2024-10-09 02:45:00
1129,1,4,Critical,2024-10-09 08:45:00
1130,1,3,High,2024-10-09 14:45:00
1131,1,4,Critical,2024-10-09 20:45:00
1132,1,4,Critical,2024-10-10 02:45:00
1133,1,2,Medium,2024-10-10 08:45:00
1134,1,2,Medium,2024-10-10 14:45:00
1135,1,4,Critical,2024-10-10 20:45:00
1136,1,4,Critical,2024-10-11 02:45:00
1137,1,3,High,2024-10-11 08:45:00
1138,1,4,Critical,2024-10-11 14:45:00
1139,1,4,Critical,2024-10-11 20:45:00
1140,1,2,Medium,2024-10-12 02:45:00
1141,1,3,High,2024-10-12 08:45:00
1142,1,4,Critical,2024-10-12 14:45:00
1143,1,3,High,2024-10-12 20:45:00
1144,1,1,Low,2024-10-13 02:45:00
1145,1,2,Medium,2024-10-13 08:45:00
1146,1,1,Low,2024-10-13 14:45:00
1147,1,2,Medium,2024-10-13 20:45:00
1148,1,4,Critical,2024-10-14 02:45:00
1150,1,1,Low,2024-10-14 14:45:00
1152,1,3,High,2024-10-15 02:45:00
1153,1,2,Medium,2024-10-15 08:45:00
1154,1,1,Low,2024-10-15 14:45:00
1155,1,1,Low,2024-10-15 20:45:00
1156,1,2,Medium,2024-10-16 02:45:00
1157,1,2,Medium,2024-10-16 08:45:00
1159,1,4,Critical,2024-10-16 20:45:00
1160,1,2,Medium,2024-10-17 02:45:00
1161,1,1,Low,2024-10-17 08:45:00
1162,1,3,High,2024-10-17 14:45:00
1163,1,2,Medium,2024-10-17 20:45:00
1164,1,3,High,2024-10-18 02:45:00
1165,1,2,Medium,2024-10-18 08:45:00
1166,1,3,High,2024-10-18 14:45:00
1167,1,3,High,2024-10-18 20:45:00
1168,1,4,Critical,2024-10-19 02:45:00
1169,1,2,Medium,2024-10-19 08:45:00
1170,1,2,Medium,2024-10-19 14:45:00
1172,1,4,Critical,2024-10-20 02:45:00
1173,1,4,Critical,2024-10-20 08:45:00
1175,1,1,Low,2024-10-20 20:45:00
1176,1,2,Medium,2024-10-21 02:45:00
1177,1,1,Low,2024-10-21 08:45:00
1178,1,2,Medium,2024-10-21 14:45:00
1179,1,1,Low,2024-10-21 20:45:00
1180,1,3,High,2024-10-22 02:45:00
1181,1,4,Critical,2024-10-22 08:45:00
1182,1,4,Critical,2024-10-22 14:45:00
1183,1,2,Medium,2024-10-22 20:45:00
1184,1,3,High,2024-10-23 02:45:00
1185,1,4,Critical,2024-10-23 08:45:00
1186,1,1,Low,2024-10-23 14:45:00
1187,1,3,High,2024-10-23 20:45:00
1188,1,2,Medium,2024-10-24 02:45:00
1189,1,1,Low,2024-10-24 08:45:00
1190,1,2,Medium,2024-10-24 14:45:00
1192,1,3,High,2024-10-25 02:45:00
1193,1,2,Medium,2024-10-25 08:45:00
1194,1,2,Medium,2024-10-25 14:45:00
1195,1,1,Low,2024-10-25 20:45:00
1196,1,4,Critical,2024-10-26 02:45:00
1197,1,2,Medium,2024-10-26 08:45:00
1198,1,3,High,2024-10-26 14:45:00
1199,1,3,High,2024-10-26 20:45:00
1202,1,3,High,2024-10-27 14:45:00
1204,1,1,Low,2024-10-28 02:45:00
1205,1,3,High,2024-10-28 08:45:00
1207,1,2,Medium,2024-10-28 20:45:00
1208,1,2,Medium,2024-10-29 02:45:00
1209,1,2,Medium,2024-10-29 08:45:00
1210,1,3,High,2024-10-29 14:45:00
1211,1,3,High,2024-10-29 20:45:00
1212,1,3,High,2024-10-30 02:45:00
1213,1,3,High,2024-10-30 08:45:00
1214,1,2,Medium,2024-10-30 14:45:00
1215,1,2,Medium,2024-10-30 20:45:00
1216,1,2,Medium,2024-10-31 02:45:00
1218,1,4,Critical,2024-10-31 14:45:00
1219,1,4,Critical,2024-10-31 20:45:00
1220,1,1,Low,2024-11-01 02:45:00
1222,1,1,Low,2024-11-01 14:45:00
1225,1,2,Medium,2024-11-02 08:45:00
1226,1,4,Critical,2024-11-02 14:45:00
1227,1,3,High,2024-11-02 20:45:00
1228,1,1,Low,2024-11-03 02:45:00
1229,1,2,Medium,2024-11-03 08:45:00
1230,1,2,Medium,2024-11-03 14:45:00
1231,1,4,Critical,2024-11-03 20:45:00
1232,1,4,Critical,2024-11-04 02:45:00
1233,1,4,Critical,2024-11-04 08:45:00
1234,1,2,Medium,2024-11-04 14:45:00
1235,1,3,High,2024-11-04 20:45:00
1236,1,1,Low,2024-11-05 02:45:00
1237,1,3,High,2024-11-05 08:45:00
1238,1,2,Medium,2024-11-05 14:45:00
1239,1,2,Medium,2024-11-05 20:45:00
1240,1,3,High,2024-11-06 02:45:00
1241,1,2,Medium,2024-11-06 08:45:00
1242,1,1,Low,2024-11-06 14:45:00
1243,1,1,Low,2024-11-06 20:45:00
1244,1,1,Low,2024-11-07 02:45:00
1245,1,1,Low,2024-11-07 08:45:00
1246,1,1,Low,2024-11-07 14:45:00
1247,1,2,Medium,2024-11-07 20:45:00
1248,1,1,Low,2024-11-08 02:45:00
1249,1,4,Critical,2024-11-08 08:45:00
1252,1,2,Medium,2024-11-09 02:45:00
1253,1,4,Critical,2024-11-09 08:45:00
1254,1,3,High,2024-11-09 14:45:00
1255,1,2,Medium,2024-11-09 20:45:00
1256,1,3,High,2024-11-10 02:45:00
1257,1,3,High,2024-11-10 08:45:00
1258,1,3,High,2024-11-10 14:45:00
1259,1,3,High,2024-11-10 20:45:00
1260,1,4,Critical,2024-11-11 02:45:00
1261,1,4,Critical,2024-11-11 08:45:00
1262,1,3,High,2024-11-11 14:45:00
1263,1,2,Medium,2024-11-11 20:45:00
1264,1,3,High,2024-11-12 02:45:00
1265,1,4,Critical,2024-11-12 08:45:00
1266,1,1,Low,2024-11-12 14:45:00
1267,1,4,Critical,2024-11-12 20:45:00
1269,1,2,Medium,2024-11-13 08:45:00
1270,1,4,Critical,2024-11-13 14:45:00
1271,1,2,Medium,2024-11-13 20:45:00
1272,1,2,Medium,2024-11-14 02:45:00
1273,1,1,Low,2024-11-14 08:45:00
1274,1,2,Medium,2024-11-14 14:45:00
1275,1,1,Low,2024-11-14 20:45:00
1276,1,2,Medium,2024-11-15 02:45:00
1277,1,2,Medium,2024-11-15 08:45:00
1278,1,4,Critical,2024-11-15 14:45:00
1279,1,4,Critical,2024-11-15 20:45:00
1281,1,3,High,2024-11-16 08:45:00
1283,1,1,Low,2024-11-16 20:45:00
1284,1,1,Low,2024-11-17 02:45:00
1285,1,4,Critical,2024-11-17 08:45:00
1286,1,4,Critical,2024-11-17 14:45:00
1287,1,1,Low,2024-11-17 20:45:00
1288,1,1,Low,2024-11-18 02:45:00
1289,1,2,Medium,2024-11-18 08:45:00
1290,1,2,Medium,2024-11-18 14:45:00
1291,1,3,High,2024-11-18 20:45:00
1292,1,1,Low,2024-11-19 02:45:00
1293,1,3,High,2024-11-19 08:45:00
1294,1,2,Medium,2024-11-19 14:45:00
1295,1,4,Critical,2024-11-19 20:45:00
1296,1,3,High,2024-11-20 02:45:00
1297,1,2,Medium,2024-11-20 08:45:00
1298,1,4,Critical,2024-11-20 14:45:00
1299,1,4,Critical,2024-11-20 20:45:00
1301,1,2,Medium,2024-11-21 08:45:00
1302,1,4,Critical,2024-11-21 14:45:00
1303,1,1,Low,2024-11-21 20:45:00
1305,1,2,Medium,2024-11-22 08:45:00
1306,1,4,Critical,2024-11-22 14:45:00
1307,1,3,High,2024-11-22 20:45:00
1308,1,4,Critical,2024-11-23 02:45:00
1311,1,3,High,2024-11-23 20:45:00
1312,1,4,Critical,2024-11-24 02:45:00
1313,1,1,Low,2024-11-24 08:45:00
1315,1,1,Low,2024-11-24 20:45:00
1316,1,3,High,2024-11-25 02:45:00
1317,1,4,Critical,2024-11-25 08:45:00
1318,1,3,High,2024-11-25 14:45:00
1319,1,4,Critical,2024-11-25 20:45:00
1320,1,1,Low,2024-11-26 02:45:00
1321,1,4,Critical,2024-11-26 08:45:00
1322,1,4,Critical,2024-11-26 14:45:00
1323,1,2,Medium,2024-11-26 20:45:00
1324,1,4,Critical,2024-11-27 02:45:00
1325,1,2,Medium,2024-11-27 08:45:00
1326,1,4,Critical,2024-11-27 14:45:00
1327,1,4,Critical,2024-11-27 20:45:00
1328,1,3,High,2024-11-28 02:45:00
1329,1,3,High,2024-11-28 08:45:00
1331,1,2,Medium,2024-11-28 20:45:00
1333,1,4,Critical,2024-11-29 08:45:00
1334,1,3,High,2024-11-29 14:45:00
1335,1,4,Critical,2024-11-29 20:45:00
1336,1,1,Low,2024-11-30 02:45:00
1337,1,4,Critical,2024-11-30 08:45:00
1338,1,4,Critical,2024-11-30 14:45:00
1339,1,4,Critical,2024-11-30 20:45:00
1341,1,1,Low,2024-12-01 08:45:00
1343,1,3,High,2024-12-01 20:45:00
1344,1,3,High,2024-12-02 02:45:00
1345,1,4,Critical,2024-12-02 08:45:00
1347,1,2,Medium,2024-12-02 20:45:00
1348,1,3,High,2024-12-03 02:45:00
1349,1,4,Critical,2024-12-03 08:45:00
1350,1,4,Critical,2024-12-03 14:45:00
1351,1,4,Critical,2024-12-03 20:45:00
1352,1,2,Medium,2024-12-04 02:45:00
1353,1,3,High,2024-12-04 08:45:00
1354,1,4,Critical,2024-12-04 14:45:00
1355,1,2,Medium,2024-12-04 20:45:00
1356,1,1,Low,2024-12-05 02:45:00
1357,1,1,Low,2024-12-05 08:45:00
1358,1,1,Low,2024-12-05 14:45:00
1359,1,3,High,2024-12-05 20:45:00
1360,1,1,Low,2024-12-06 02:45:00
1361,1,2,Medium,2024-12-06 08:45:00
1362,1,2,Medium,2024-12-06 14:45:00
1363,1,3,High,2024-12-06 20:45:00
1364,1,2,Medium,2024-12-07 02:45:00
1365,1,3,High,2024-12-07 08:45:00
1366,1,1,Low,2024-12-07 14:45:00
1367,1,1,Low,2024-12-07 20:45:00
1368,1,2,Medium,2024-12-08 02:45:00
1370,1,2,Medium,2024-12-08 14:45:00
1371,1,1,Low,2024-12-08 20:45:00
1372,1,4,Critical,2024-12-09 02:45:00
1373,1,3,High,2024-12-09 08:45:00
1374,1,1,Low,2024-12-09 14:45:00
1376,1,4,Critical,2024-12-10 02:45:00
1377,1,3,High,2024-12-10 08:45:00
1378,1,2,Medium,2024-12-10 14:45:00
1379,1,3,High,2024-12-10 20:45:00
1380,1,3,High,2024-12-11 02:45:00
1381,1,4,Critical,2024-12-11 08:45:00
1382,1,2,Medium,2024-12-11 14:45:00
1383,1,2,Medium,2024-12-11 20:45:00
1384,1,1,Low,2024-12-12 02:45:00
1385,1,4,Critical,2024-12-12 08:45:00
1386,1,3,High,2024-12-12 14:45:00
1388,1,4,Critical,2024-12-13 02:45:00
1389,1,4,Critical,2024-12-13 08:45:00
1390,1,4,Critical,2024-12-13 14:45:00
1391,1,4,Critical,2024-12-13 20:45:00
1392,1,4,Critical,2024-12-14 02:45:00
1393,1,2,Medium,2024-12-14 08:45:00
1394,1,4,Critical,2024-12-14 14:45:00
1395,1,4,Critical,2024-12-14 20:45:00
1397,1,1,Low,2024-12-15 08:45:00
1398,1,4,Critical,2024-12-15 14:45:00
1399,1,2,Medium,2024-12-15 20:45:00
1400,1,4,Critical,2024-12-16 02:45:00
1401,1,1,Low,2024-12-16 08:45:00
1402,1,1,Low,2024-12-16 14:45:00
1403,1,2,Medium,2024-12-16 20:45:00
1404,1,2,Medium,2024-12-17 02:45:00
1405,1,3,High,2024-12-17 08:45:00
1406,1,3,High,2024-12-17 14:45:00
1407,1,1,Low,2024-12-17 20:45:00
